bien_id,mut_date,mut_numdisp,mut_type,mut_val
01034AS26055,2020-03-14,1,Vente,120000.0
01138AS3301,2020-04-10,1,Vente,50000.0
01224A283022,2020-04-03,1,Vente,174850.0
01160AE3521101,2020-04-22,1,Vente,223905.0
01419BR1261,2020-04-15,1,Vente,540000.0
01143H25410,2020-04-15,1,Vente,230000.0
01160AO45141,2020-04-08,1,Vente,445000.0
01210D624605,2020-04-27,1,Vente,44000.0
01160AE419131,2020-04-09,1,Vente,145900.0
01199AH8311,2020-04-22,1,Vente,57000.0
01033AC35829,2020-04-21,1,Vente,138000.0
01173AI41331,2020-04-09,1,Vente,190000.0
01103B99721,2020-03-16,1,Vente,182000.0
01071AW8424,2020-03-26,1,Vente,271000.0
01033AH21319,2020-04-28,1,Vente,114400.0
01033AL10233,2020-04-29,2,Vente,98000.0
01354BD2538,2020-04-17,1,Vente,505000.0
01143AS9127,2020-04-24,1,Vente,289150.0
01033AO1092,2020-04-29,1,Vente,104000.0
01173AP7332,2020-04-30,1,Vente,245000.0
01202AC16324,2020-05-06,1,Vente,115000.0
01354AX262,2020-05-07,1,Vente,483800.0
01399AK80105,2020-05-07,1,Vente,185000.0
01004AO105710,2020-05-07,1,Vente,188000.0
01034AS18325,2020-05-13,1,Vente,185000.0
01354AX8135,2020-05-05,1,Vente,162000.0
01247B1481216,2020-04-17,1,Vente,76000.0
01160AM518116,2020-04-29,1,Vente,367000.0
01401C769,2020-05-19,1,Vente,324050.0
01004BT370136,2020-05-20,1,Vente,170000.0
01033AB21913,2020-05-15,1,Vente,79370.0
01033AI12617,2020-05-15,1,Vente,69800.0
01031AN920,2020-05-18,1,Vente,54120.0
01160AM517420,2020-05-19,1,Vente,116500.0
01033AL74056,2020-05-12,1,Vente,136000.0
01173AM63105,2020-05-12,1,Vente,234810.0
01281AO2907,2020-05-15,1,Vente,410000.0
01419BV33101,2020-05-14,1,Vente,205000.0
01173AM6350,2020-05-06,1,Vente,294000.0
01401C22842,2020-05-11,1,Vente,620000.0
01160AE3521307,2020-05-12,1,Vente,230000.0
01354BD22917,2020-05-15,1,Vente,469820.0
01143B22649,2020-05-29,1,Vente,371550.0
01419AM443,2020-05-12,1,Vente,315000.0
01033AC137309,2020-05-20,1,Vente,82500.0
01354AX158213,2020-05-12,1,Vente,439785.0
01034AK3803,2020-05-18,1,Vente,65000.0
01313BI634,2020-05-15,1,Vente,469000.0
01071AA10218,2020-05-18,1,Vente,161000.0
01143AT5012,2020-05-19,1,Vente,513350.0
01034A27822,2020-06-02,1,Vente,83000.0
01143AE44214,2020-06-02,1,Vente,471810.0
01071AT26730,2020-06-11,1,Vente,220470.0
01143AK4310,2020-06-04,1,Vente,243000.0
01173AI6543,2020-06-04,1,Vente,100000.0
01202F6337,2020-05-29,1,Vente,193700.0
01158B1531,2020-06-04,1,Vente,100000.0
01354BD29717,2020-06-17,1,Vente,595600.0
01135B4801,2020-06-26,1,Vente,225000.0
01443BC4749,2020-01-14,1,Vente,106000.0
01244C14321,2020-01-10,1,Vente,203400.0
01258A7193,2020-01-07,1,Vente,212150.0
01262AB854,2020-01-03,1,Vente,102000.0
01194AD13926,2020-01-16,1,Vente,150200.0
01030AA1401,2020-01-13,1,Vente,129400.0
01244G265510,2020-04-06,1,Vente,130000.0
01142AC6449,2020-05-15,1,Vente,84800.0
01248AE15230,2020-05-20,1,Vente,282600.0
01450A63211,2020-05-22,1,Vente,145100.0
02173AO32128,2020-01-16,1,Vente,87000.0
02408AS12213,2020-01-03,1,Vente,142000.0
02408AV80428,2020-01-15,1,Vente,66000.0
02408AC3163,2020-01-22,1,Vente,71500.0
02408AP723,2020-01-10,1,Vente,68100.0
02304AE37527,2020-01-24,1,Vente,58900.0
02408AC1695,2020-02-17,1,Vente,37900.0
02173BN87,2020-02-14,1,Vente,70000.0
02408AB1353,2020-02-21,1,Vente,112900.0
02408AC1992,2020-02-21,1,Vente,39500.0
02408AC1692,2020-02-24,1,Vente,39900.0
02408AC1694,2020-02-19,1,Vente,78100.0
02408AE381,2020-02-06,1,Vente,37015.0
02408BR13775,2020-03-12,1,Vente,93000.0
02408BR13760,2020-04-09,1,Vente,35000.0
02408AC2641,2020-04-06,1,Vente,42500.0
02408BT258107,2020-04-09,1,Vente,88000.0
02408AV80430,2020-05-06,1,Vente,80900.0
02408AC1597,2020-05-04,1,Vente,34000.0
02755AB782,2020-05-18,1,Vente,84000.0
02173AK2153,2020-05-11,1,Vente,90000.0
02408AV80426,2020-05-26,1,Vente,81500.0
02408AC2565,2020-05-26,1,Vente,27000.0
02680AN1147,2020-05-26,1,Vente,20000.0
02738AB4652,2020-05-29,1,Vente,137000.0
02408BT25853,2020-05-30,1,Vente,44500.0
02408BT258102,2020-06-05,1,Vente,75000.0
02408BT25824,2020-05-22,1,Vente,44000.0
02318B12813,2020-06-25,1,Vente,32500.0
02408AE24322,2020-06-23,1,Vente,35500.0
02408CK3182,2020-06-24,1,Vente,365000.0
02408AN473,2020-06-24,1,Vente,55000.0
02408AC2563,2020-06-30,1,Vente,29500.0
02691AH15,2020-01-15,1,Vente,370000.0
02691AD372106,2020-02-07,1,Vente,41000.0
02691AB997,2020-03-06,1,Vente,107000.0
02691AS30234,2020-06-19,1,Vente,68700.0
02722AM18624,2020-01-10,1,Vente,290000.0
02226AA4131,2020-02-04,1,Vente,57000.0
02722AN18110,2020-01-31,1,Vente,274000.0
02722AN4611,2020-02-06,1,Vente,39000.0
02722AZ17837,2020-02-18,1,Vente,102345.0
02722AL882,2020-02-07,1,Vente,63500.0
02722AD29629,2020-02-04,1,Vente,181000.0
02795AB4171,2020-02-13,1,Vente,125000.0
02795AD508,2020-02-13,1,Vente,59000.0
02810AH61758,2020-02-17,1,Vente,63000.0
02410A122410,2020-02-05,1,Vente,90000.0
02810AC61613,2020-01-31,1,Vente,110000.0
02722AI211,2020-02-12,1,Vente,81000.0
02722AE1155,2020-02-19,1,Vente,67000.0
02722AH441,2020-02-18,1,Vente,30000.0
02537ZH451,2020-02-03,1,Vente,79180.0
02758AA2461,2020-03-03,1,Vente,55000.0
02810AD122,2020-02-14,1,Vente,97000.0
02722BW7235,2020-03-10,1,Vente,44000.0
02722AH2121006,2020-03-10,1,Vente,82500.0
02722AH21017,2020-03-02,1,Vente,230000.0
02722AK11138,2020-02-27,1,Vente,13000.0
02810AB43018,2020-04-20,1,Vente,103090.0
02201AB343,2020-04-23,1,Vente,95000.0
02810AC734,2020-05-15,1,Vente,36000.0
02722BS4017,2020-03-10,1,Vente,100789.0
02722BS4023,2020-03-02,1,Vente,76280.0
02722BW6922,2020-05-06,1,Vente,65000.0
02064AA9537,2020-05-29,1,Vente,151000.0
02722AR1054,2020-05-14,1,Vente,134000.0
02722CT10514,2020-05-25,1,Vente,56500.0
02722AI17421,2020-06-05,1,Vente,47500.0
02810AC736,2020-06-04,1,Vente,44000.0
02722CS2486,2020-05-16,1,Vente,41500.0
02810AC2481,2020-05-27,1,Vente,95000.0
02810BL2421,2020-05-28,1,Vente,87000.0
02722AP5020,2020-06-10,1,Vente,53000.0
02722CS2495,2020-06-30,1,Vente,36000.0
02722BW7218,2020-06-05,1,Vente,70000.0
02201AB341,2020-06-18,1,Vente,169000.0
02722BS4014,2020-06-09,1,Vente,148586.0
02722BS401,2020-06-10,1,Vente,140000.0
02722AN1611,2020-06-25,1,Vente,45375.0
02168AW31218,2020-01-24,1,Vente,55000.0
02168AB934,2020-02-07,1,Vente,290000.0
02168AC29311,2020-03-11,1,Vente,110500.0
02168BP26016,2020-06-10,1,Vente,67000.0
02305AO1141,2020-06-08,1,Vente,43000.0
03190AT47772,2020-01-21,1,Vente,111324.0
03190AP543,2020-01-03,1,Vente,164000.0
03190AT47761,2020-01-07,1,Vente,131990.0
03190AT47747,2020-01-15,1,Vente,74169.0
03190AV3422,2020-01-16,1,Vente,106000.0
03321BZ4304,2020-03-16,1,Vente,135000.0
03190AR1226,2020-02-28,1,Vente,59500.0
03321CE25212,2020-03-17,1,Vente,108254.0
03321BP18358,2020-05-06,1,Vente,45500.0
03321BL7855,2020-05-19,1,Vente,55000.0
03190AH123133,2020-06-18,1,Vente,41000.0
03095BS24310,2020-05-16,1,Vente,172200.0
03310BD1535,2020-05-25,1,Vente,100000.0
03310AR37811,2020-05-15,1,Vente,96000.0
03310AE22114,2020-05-25,1,Vente,153500.0
03310AH23811,2020-05-20,1,Vente,35722.61
03310AW351,2020-06-09,1,Vente,26500.0
04209AS4567,2020-01-04,1,Vente,84000.0
04166G3531,2020-01-03,1,Vente,71000.0
04073E730274,2020-01-10,1,Vente,38550.0
04049AH11104,2020-01-21,1,Vente,118500.0
04070AE2213,2020-01-06,1,Vente,196000.0
04126AB5481,2020-01-11,1,Vente,48000.0
04209AS4429,2020-01-03,1,Vente,43000.0
04006AE1441,2020-01-21,1,Vente,29800.0
04039AC547,2020-01-20,1,Vente,175000.0
04096AC2646,2020-01-22,1,Vente,34000.0
04102G3096,2020-01-17,1,Vente,40000.0
04205H2136,2020-01-15,1,Vente,42000.0
04006A870234,2020-01-21,1,Vente,39735.0
04070AL25750,2020-01-29,1,Vente,105000.0
04070AB42932,2020-01-14,1,Vente,128690.0
04126AB1333,2020-01-23,1,Vente,113330.0
04176AA1697,2020-01-16,1,Vente,300000.0
04006A168162,2020-01-20,1,Vente,77000.0
04086C4752,2020-01-29,1,Vente,75000.0
04073D77446,2020-01-03,1,Vente,33880.0
04019AK22650,2020-01-20,1,Vente,42800.0
04096AC156,2020-02-07,1,Vente,64000.0
04094G18057,2020-01-31,1,Vente,105375.0
04070AD39441,2020-01-30,1,Vente,40000.0
04070D61013,2020-02-04,1,Vente,61000.0
04070AE12872,2020-02-10,1,Vente,44585.0
04073E5567,2020-01-24,1,Vente,67830.0
04189Y77726,2020-01-23,1,Vente,71000.0
04006AH14986,2020-02-07,1,Vente,43000.0
04145C5312,2020-02-05,1,Vente,75000.0
04094C23369,2020-01-31,1,Vente,113000.0
04073AB216112,2020-02-13,1,Vente,52800.0
04070AK9469,2020-02-14,1,Vente,57000.0
04073E72290,2020-02-14,1,Vente,37000.0
04094C23354,2020-01-27,1,Vente,51000.0
04245AB781,2020-02-04,1,Vente,115000.0
04088ZE30513,2020-01-31,1,Vente,160500.0
04209AS77226,2020-02-07,1,Vente,62500.0
04209AS39013,2020-02-14,1,Vente,52500.0
04203AA1315,2020-01-30,1,Vente,66450.35
04006B2100209,2020-01-31,1,Vente,47000.0
04112AA857,2020-02-12,1,Vente,150500.0
04088G1132,2020-02-12,1,Vente,201500.0
04006A87171,2020-01-27,1,Vente,24000.0
04112D309235,2020-02-21,1,Vente,270200.0
04019AD6319,2020-01-29,1,Vente,128014.89
04088G148315,2020-02-13,1,Vente,90000.0
04094G188820,2020-02-25,1,Vente,68730.0
04006AE13339,2020-02-17,1,Vente,19000.0
04166G522,2020-02-22,1,Vente,44000.0
04209AS2432,2020-02-04,1,Vente,37000.0
04088G9211,2020-02-08,1,Vente,67500.0
04112BN55719,2020-02-13,1,Vente,76600.0
04226AC851832,2020-02-06,1,Vente,52300.0
04139D11141,2020-02-19,1,Vente,40000.0
04209AS106724,2020-02-11,1,Vente,80000.0
04205AC215301,2020-02-12,1,Vente,62000.0
04151D1492,2020-02-21,1,Vente,146200.0
04006B209932,2020-02-14,1,Vente,61500.0
04070AK973807,2020-02-07,1,Vente,88000.0
04143G4191,2020-02-26,1,Vente,77000.0
04094G188852,2020-02-29,1,Vente,63500.0
04112BR9628,2020-02-25,1,Vente,58000.0
04094B57413,2020-02-26,1,Vente,230000.0
04070BN279103,2020-02-24,1,Vente,135700.0
04094G178278,2020-02-27,1,Vente,76000.0
04112BR636240,2020-02-14,1,Vente,61400.0
04088G6696,2020-02-27,1,Vente,44000.0
04094C100051,2020-02-17,1,Vente,69300.0
04226AB8214,2020-02-14,1,Vente,41500.0
04006A875222,2020-02-21,1,Vente,230000.0
04226AB125102,2020-02-21,1,Vente,220000.0
04126AB883,2020-02-26,1,Vente,67560.0
04205A138726,2020-02-22,1,Vente,39980.0
04094C938137,2020-02-19,1,Vente,61700.0
04094C93856,2020-02-20,1,Vente,70020.0
04088F999246,2020-03-03,1,Vente,226750.0
04094C22557,2020-03-03,1,Vente,81860.0
04112BR6054,2020-03-03,1,Vente,69450.0
04070AK9731302,2020-03-02,1,Vente,33000.0
04079AC67539,2020-02-21,1,Vente,83000.0
04094C997109,2020-02-15,1,Vente,62700.0
04039AB1466,2020-02-25,1,Vente,44000.0
04226AD1211477,2020-02-15,1,Vente,43000.0
04242E1022,2020-03-09,1,Vente,101000.0
04112AP1568,2020-02-28,1,Vente,77000.0
04070AK33526,2020-03-06,1,Vente,70200.0
04112BH6023,2020-03-06,1,Vente,43000.0
04096AC22240,2020-03-31,1,Vente,47200.0
04112BH6090,2020-03-14,1,Vente,65000.0
04096AC3511,2020-04-21,1,Vente,70000.0
04070AI7215,2020-03-18,1,Vente,46890.0
04226AC871301,2020-02-26,1,Vente,54090.0
04230C145514,2020-04-30,1,Vente,43500.0
04209AS77311,2020-04-30,1,Vente,77400.0
04070BL3113,2020-05-05,1,Vente,128490.0
04209AS106241,2020-04-30,1,Vente,130000.0
04112BR601,2020-05-04,1,Vente,87000.0
04049AH30042,2020-04-24,1,Vente,155000.0
04205C134432,2020-04-29,1,Vente,19400.0
04006B21037,2020-05-07,1,Vente,51400.0
04070AK20215,2020-05-12,1,Vente,35000.0
04226AB1455,2020-04-15,1,Vente,110000.0
04088G9933,2020-05-18,1,Vente,64500.0
04049AH30021,2020-05-15,1,Vente,86000.0
04244AI9043,2020-05-15,1,Vente,45000.0
04019AD10613,2020-05-19,1,Vente,87000.0
04088G3049,2020-05-12,1,Vente,111300.0
04197AD654,2020-05-13,1,Vente,230000.0
04094C938119,2020-05-20,1,Vente,67500.0
04088G6081,2020-05-27,1,Vente,105000.0
04112BP2657,2020-05-13,1,Vente,28500.0
04006AH129278,2020-05-28,1,Vente,27000.0
04088G216328,2020-05-26,1,Vente,113000.0
04019AC2696,2020-04-30,1,Vente,48700.0
04006AE21339,2020-05-13,1,Vente,29900.0
04070AK5124,2020-05-07,1,Vente,29500.0
04205D81522,2020-05-27,1,Vente,46937.0
04019AK43337,2020-05-29,1,Vente,55500.0
04178F3092,2020-05-14,1,Vente,142500.0
04069C13986,2020-05-16,1,Vente,35000.0
04022H1497,2020-06-03,1,Vente,32500.0
04112BR117504,2020-05-26,1,Vente,64050.0
04226AD116130,2020-05-29,1,Vente,60000.0
04073E27744,2020-05-29,1,Vente,45710.0
04073E27763,2020-05-29,1,Vente,55500.0
04073E2771,2020-05-30,1,Vente,35500.0
04006B2100332,2020-06-06,1,Vente,20140.0
04019AD996,2020-05-26,1,Vente,25650.0
04112BS1801,2020-05-18,1,Vente,126000.0
04112BS6426,2020-05-20,1,Vente,61000.0
04006AE21362,2020-06-11,1,Vente,54000.0
04039AB2902,2020-06-03,1,Vente,30500.0
04096C70421,2020-05-28,1,Vente,80000.0
04226AB191007,2020-05-20,1,Vente,28350.0
04094C92849,2020-06-06,1,Vente,78500.0
04226AB98103,2020-01-25,1,Vente,57950.0
04189Y77728,2020-06-16,1,Vente,55000.0
04070AI12715,2020-05-29,1,Vente,63000.0
04070AE2904,2020-06-03,1,Vente,62000.0
04112BR34811,2020-06-10,1,Vente,134300.0
04006AH5623,2020-06-20,1,Vente,56000.0
04019AH5526,2020-06-12,1,Vente,130000.0
04006B2100514,2020-05-28,1,Vente,41000.0
04230G14003,2020-06-11,1,Vente,272000.0
04094B53040,2020-06-15,1,Vente,117000.0
04094B5745,2020-06-15,1,Vente,75000.0
04143E15377,2020-06-03,1,Vente,206000.0
04094G155911,2020-06-13,1,Vente,83000.0
04006AE10230,2020-06-26,1,Vente,35000.0
04112AZ1222,2020-06-18,1,Vente,300000.0
04205H2245,2020-06-06,1,Vente,33000.0
04070AK1953,2020-06-26,1,Vente,57500.0
04189Y77744,2020-06-05,1,Vente,63000.0
04070AK2072,2020-06-26,1,Vente,25000.0
04242ZK2741,2020-06-10,1,Vente,225500.0
04094C97164,2020-06-29,1,Vente,55800.0
04226AB22319,2020-06-23,1,Vente,135000.0
04112BI998,2020-06-11,1,Vente,95000.0
04226AB22190,2020-06-17,1,Vente,64000.0
04079AC296,2020-06-30,1,Vente,135000.0
04209AV4711,2020-06-30,1,Vente,90000.0
05070AI8525,2020-01-29,1,Vente,75000.0
05153ZC732,2020-01-20,1,Vente,41500.0
05084A148118,2020-01-16,1,Vente,41080.0
05177AA176487,2020-02-12,1,Vente,0.0
05046AB6281,2020-01-16,1,Vente,310000.0
05156C2705338,2020-02-07,1,Vente,159550.0
05177AB11174,2020-01-22,1,Vente,150000.0
05023AK33816,2020-02-18,1,Vente,165500.0
05096AC141115,2020-02-21,1,Vente,67200.0
05177AB1682,2020-02-12,1,Vente,230000.0
05101C11238,2020-02-05,1,Vente,220000.0
05006D330215,2020-02-07,1,Vente,53320.0
05070AI8520,2020-02-10,1,Vente,49000.0
05023AC33629,2020-02-24,1,Vente,110000.0
05023AL232,2020-02-27,1,Vente,238000.0
05023AT79420,2020-02-24,1,Vente,55000.0
05061CO26633,2020-02-22,1,Vente,53260.0
05139AA9141,2020-02-25,1,Vente,120250.0
05064K2510,2020-02-18,1,Vente,119390.0
05023AR6324,2020-02-20,1,Vente,117110.0
05001AC9472,2020-02-21,1,Vente,85000.0
05061AK3188,2020-02-28,1,Vente,140150.0
05161AK309138,2020-03-16,1,Vente,113000.0
05179AN51112,2020-03-26,1,Vente,26630.0
05023AP1337,2020-04-02,1,Vente,64000.0
05004H103128,2020-03-02,1,Vente,56900.0
05023AH7612,2020-04-22,1,Vente,114275.0
05096AC361,2020-04-03,1,Vente,123000.0
05098E271624,2020-04-16,1,Vente,98000.0
05166AA1497,2020-03-27,1,Vente,43000.0
05119AA6229,2020-03-04,1,Vente,30250.0
05023AL368458,2020-04-27,1,Vente,50740.0
05040B3491,2020-04-30,1,Vente,146192.0
05110F236117,2020-04-27,1,Vente,40000.0
05061CP9825,2020-05-06,1,Vente,80000.0
05132D15174,2020-04-30,1,Vente,65000.0
05046AB73610,2020-04-22,1,Vente,112000.0
05061CO728,2020-05-14,1,Vente,85000.0
05093C2141120,2020-05-13,1,Vente,47000.0
05161AB41329,2020-05-14,1,Vente,67340.0
05139AA20203,2020-05-29,1,Vente,65500.0
05023AR9525,2020-05-28,1,Vente,125000.0
05061BY3113,2020-05-26,1,Vente,153240.0
05096AC3623,2020-05-30,1,Vente,75000.0
05096B3085187,2020-05-29,1,Vente,23000.0
05079AI2525,2020-05-28,1,Vente,107871.0
05139AA121117,2020-06-04,1,Vente,33000.0
05017AC2422,2020-05-30,1,Vente,187000.0
05139AA444,2020-05-11,1,Vente,51300.0
05096AC17577,2020-05-28,1,Vente,45500.0
05061CL151120,2020-05-29,1,Vente,59800.0
05139AA8643,2020-06-08,1,Vente,75000.0
05179AO2146,2020-05-16,1,Vente,32000.0
05166AA20541,2020-05-18,1,Vente,36100.0
05139AA4412,2020-05-15,1,Vente,50000.0
05065AA18021,2020-05-18,1,Vente,81200.0
05096AC6835,2020-05-29,1,Vente,148000.0
05110F236215,2020-05-22,1,Vente,46780.0
05040C942,2020-06-10,1,Vente,233400.0
05139AA31948,2020-05-15,1,Vente,165000.0
05098AB22122,2020-06-05,1,Vente,55000.0
05139AA121178,2020-06-06,1,Vente,34500.0
05061CD356130,2020-06-03,1,Vente,125000.0
05040AD3593,2020-06-09,1,Vente,144000.0
05132D18146,2020-06-19,1,Vente,179000.0
05101F126217,2020-06-05,1,Vente,181000.0
05164AC573,2020-06-08,1,Vente,278800.0
05085AB113814,2020-06-05,1,Vente,220000.0
05164AD4723,2020-06-05,1,Vente,136000.0
05139AA121213,2020-06-23,1,Vente,30000.0
05139AA20234,2020-06-08,1,Vente,85000.0
05177AB8980,2020-05-29,1,Vente,39000.0
05072ZE1145,2020-06-23,1,Vente,19800.0
05139AA122187,2020-06-26,1,Vente,21000.0
05023AT87627,2020-06-15,1,Vente,202000.0
05110D725160,2020-06-12,1,Vente,44600.0
05110C115055,2020-06-15,1,Vente,39000.0
05111ZB925,2020-06-05,1,Vente,212000.0
05046AB2653,2020-06-06,1,Vente,152600.0
05098AA75194,2020-06-06,1,Vente,66500.0
05098AB566,2020-06-06,1,Vente,69000.0
05023AT79431,2020-06-29,1,Vente,76000.0
05119AA28155,2020-06-15,1,Vente,51500.0
05119AA290209,2020-06-26,1,Vente,141500.0
05139L729109,2020-06-15,1,Vente,153000.0
05061CL8591,2020-06-24,1,Vente,85700.0
05153ZC24513,2020-06-23,1,Vente,19000.0
05133XB99190,2020-06-15,1,Vente,190000.0
05161AD2229,2020-06-22,1,Vente,202100.0
05098AA10610,2020-06-30,1,Vente,64600.0
05161AB4395,2020-06-29,1,Vente,90250.0
06088LA31219,2020-01-03,1,Vente,616900.0
06088LB29933,2020-01-03,1,Vente,212550.0
06088LS16999,2020-01-02,1,Vente,229500.0
06088IM50712,2020-01-13,1,Vente,191500.0
06088LB29936,2020-01-13,1,Vente,140650.0
06088KY16421,2020-01-10,1,Vente,228500.0
06088KV8220,2020-01-15,1,Vente,112070.0
06088KY13827,2020-01-06,1,Vente,212200.0
06088LO467240,2020-01-14,1,Vente,195500.0
06088LB35015,2020-01-10,1,Vente,158525.0
06088KL4065,2020-01-16,1,Vente,171700.0
06088LS954,2020-01-08,1,Vente,340750.0
06114AL2644,2020-01-09,1,Vente,179000.0
06088IR7404,2020-01-09,1,Vente,121300.0
06088LP224,2020-01-03,1,Vente,317800.0
06088KO1717,2020-01-10,1,Vente,262089.0
06088KM1124,2020-01-09,1,Vente,314600.0
06088LC34618,2020-01-17,1,Vente,767000.0
06088LP8212,2020-01-17,1,Vente,116260.0
06088LB257122,2020-01-10,1,Vente,414000.0
